num_chars_from,uppercase_percentage_from,date,content_type,content_transfer_encoding,num_chars_message_id,label
18,0.0,2024-04-29 18:19:57,multipart/alternative,NULL,NULL,1
23,0.0,2024-05-07 18:38:31,text/html,quoted-printable,45,1
18,0.0,2024-05-06 08:26:10,multipart/alternative,NULL,NULL,1
22,0.0,2024-05-09 09:31:55,multipart/alternative,NULL,NULL,1
18,0.0,2024-05-09 14:19:44,multipart/alternative,NULL,48,1
19,0.0,2024-05-06 12:05:40,text/html,quoted-printable,45,1
17,0.0,2024-05-08 12:17:51,text/html,quoted-printable,46,1
24,0.0,2024-05-12 10:40:37,text/html,quoted-printable,47,1
36,6.451612903225806,2024-05-14 07:10:53,multipart/alternative,NULL,66,1
33,0.0,2024-05-14 15:29:56,text/html,quoted-printable,54,1
14,0.0,2024-05-14 15:26:55,multipart/alternative,NULL,43,1
22,0.0,2024-05-14 23:54:13,text/html,quoted-printable,50,1
20,14.285714285714285,2024-05-15 15:28:47,multipart/alternative,NULL,47,1
20,14.285714285714285,2024-05-15 15:30:14,multipart/alternative,NULL,47,1
20,14.285714285714285,2024-05-15 15:39:59,multipart/alternative,NULL,47,1
20,14.285714285714285,2024-05-15 15:43:23,multipart/alternative,NULL,47,1
20,14.285714285714285,2024-05-15 15:51:21,multipart/alternative,NULL,47,1
20,14.285714285714285,2024-05-15 15:41:00,multipart/alternative,NULL,47,1
20,14.285714285714285,2024-05-15 16:01:43,multipart/alternative,NULL,47,1
20,14.285714285714285,2024-05-15 16:03:35,multipart/alternative,NULL,47,1
20,14.285714285714285,2024-05-15 16:03:42,multipart/alternative,NULL,47,1
20,14.285714285714285,2024-05-15 16:24:13,multipart/alternative,NULL,47,1
20,14.285714285714285,2024-05-15 16:26:09,multipart/alternative,NULL,47,1
20,0.0,2024-05-16 08:14:22,text/html,quoted-printable,46,1
17,0.0,2024-05-16 09:30:53,text/html,quoted-printable,46,1
23,0.0,2024-05-14 19:04:51,text/html,quoted-printable,48,1
18,0.0,2024-05-17 08:59:04,multipart/alternative,NULL,NULL,1
27,0.0,2024-05-21 15:07:46,text/html,quoted-printable,51,1
16,0.0,2024-05-23 19:20:18,multipart/alternative,NULL,68,1
68,0.0,2024-05-24 23:16:11,multipart/alternative,NULL,82,1
19,0.0,2024-05-25 21:17:57,multipart/alternative,NULL,46,1
21,0.0,2024-05-27 09:32:22,multipart/mixed,NULL,NULL,1
16,0.0,2024-05-29 15:34:27,multipart/alternative,NULL,45,1
26,0.0,2024-05-29 21:11:33,multipart/alternative,NULL,NULL,1
36,0.0,2024-05-29 21:19:33,text/html,quoted-printable,NULL,1
36,0.0,2024-05-29 21:24:51,text/html,quoted-printable,NULL,1
20,0.0,2024-05-31 16:47:07,text/html,NULL,NULL,1
16,0.0,2024-05-31 23:57:01,multipart/alternative,NULL,46,1
19,0.0,2024-06-03 13:48:33,text/html,quoted-printable,46,1
22,0.0,2024-05-31 16:23:01,text/html,NULL,NULL,1
27,0.0,2024-06-03 15:28:23,multipart/alternative,NULL,NULL,1
27,0.0,2024-06-03 05:02:12,text/html,quoted-printable,53,1
20,0.0,2024-06-03 00:58:56,text/html,NULL,NULL,1
27,0.0,2024-06-03 09:05:18,text/html,quoted-printable,53,1
22,0.0,2024-06-05 15:03:03,text/html,NULL,NULL,1
34,0.0,2024-06-07 13:55:28,multipart/alternative,NULL,47,1
28,0.0,2024-06-07 14:08:03,multipart/alternative,NULL,NULL,1
45,0.0,2024-06-07 15:39:12,text/html,quoted-printable,73,1
19,0.0,2024-06-10 10:52:16,text/html,quoted-printable,47,1
40,0.0,2024-06-10 17:04:42,multipart/alternative,NULL,70,1
29,0.0,2024-06-08 14:28:49,multipart/alternative,NULL,48,1
43,0.0,2024-06-12 04:09:05,text/html,quoted-printable,54,1
32,0.0,2024-06-13 12:24:28,text/html,quoted-printable,63,1
20,0.0,2024-06-17 19:47:24,multipart/alternative,NULL,45,1
16,0.0,2024-06-18 05:28:06,multipart/alternative,NULL,NULL,1
35,0.0,2024-06-19 08:20:25,multipart/related,NULL,NULL,1
69,20.833333333333336,2024-06-19 19:37:13,text/html,quoted-printable,69,1
44,0.0,2024-06-20 09:57:20,multipart/alternative,8bit,71,1
44,0.0,2024-06-20 10:56:28,multipart/alternative,8bit,71,1
60,35.294117647058826,2024-06-23 15:01:36,text/html,quoted-printable,69,1
22,0.0,2024-06-24 00:02:59,text/html,quoted-printable,48,1
21,0.0,2001-08-28 08:55:43,text/plain,7bit,45,0
17,0.0,2001-08-28 20:54:10,text/plain,7bit,45,0
19,0.0,2001-09-06 21:22:22,text/plain,7bit,45,0
17,0.0,2001-11-15 05:34:11,text/plain,7bit,45,0
28,0.0,2001-11-15 09:31:45,text/plain,quoted-printable,45,0
27,0.0,2001-11-15 11:21:55,text/plain,7bit,44,0
27,0.0,2001-11-15 09:32:40,text/plain,quoted-printable,44,0
26,0.0,2001-11-15 13:31:35,text/plain,7bit,44,0
20,0.0,2001-11-15 22:41:34,text/plain,7bit,44,0
29,0.0,2001-11-15 23:20:01,text/plain,quoted-printable,45,0
26,0.0,2001-11-15 23:46:19,text/plain,7bit,44,0
30,0.0,2001-11-14 20:11:00,text/plain,quoted-printable,44,0
17,0.0,2001-09-06 21:54:44,text/plain,7bit,45,0
17,0.0,2001-11-16 02:24:01,text/plain,7bit,44,0
28,0.0,2001-11-16 09:28:24,text/plain,quoted-printable,44,0
26,0.0,2001-11-16 13:32:24,text/plain,7bit,45,0
25,0.0,2001-11-16 15:29:22,text/plain,7bit,45,0
22,0.0,2001-11-16 16:27:56,text/plain,7bit,44,0
23,0.0,2001-11-16 17:19:01,text/plain,7bit,44,0
23,0.0,2001-11-16 19:35:49,text/plain,7bit,45,0
20,0.0,2001-11-16 23:48:19,text/plain,7bit,44,0
17,0.0,2001-09-06 22:00:58,text/plain,7bit,45,0
26,0.0,2001-11-17 08:19:52,text/plain,7bit,45,0
15,0.0,2001-11-17 21:24:29,text/plain,7bit,44,0
25,0.0,2001-11-18 05:54:45,text/plain,7bit,45,0
27,0.0,2001-11-18 19:00:34,text/plain,quoted-printable,45,0
38,0.0,2001-11-19 12:47:57,text/plain,7bit,43,0
20,0.0,2001-11-19 13:12:23,text/plain,7bit,45,0
19,0.0,2001-11-19 14:10:42,text/plain,7bit,44,0
21,0.0,2001-11-19 15:35:04,text/plain,7bit,45,0
30,0.0,2001-11-19 16:49:00,text/plain,quoted-printable,45,0
19,0.0,2001-11-19 20:31:55,text/plain,7bit,45,0
27,0.0,2001-09-07 00:17:03,text/plain,7bit,45,0
20,0.0,2001-11-19 21:34:59,text/plain,7bit,45,0
23,0.0,2001-11-19 23:07:07,text/plain,7bit,44,0
28,0.0,2001-11-20 00:11:37,text/plain,7bit,45,0
27,0.0,2001-11-20 02:20:22,text/plain,quoted-printable,44,0
19,0.0,2001-11-20 15:00:42,text/plain,7bit,45,0
19,0.0,2001-11-20 16:17:12,text/plain,7bit,45,0
27,0.0,2001-11-20 20:27:38,text/plain,7bit,45,0
16,0.0,2001-11-20 21:06:55,text/plain,7bit,45,0
25,0.0,2001-11-20 21:14:35,text/plain,7bit,45,0
18,0.0,2001-11-20 18:50:14,text/plain,7bit,45,0
19,0.0,2001-09-07 00:06:28,text/plain,7bit,45,0
27,0.0,2001-11-20 23:17:00,NULL,NULL,45,0
28,0.0,2001-11-20 23:11:06,text/plain,7bit,44,0
16,0.0,2001-11-21 06:07:36,text/plain,7bit,45,0
20,0.0,2001-11-21 16:16:53,text/plain,7bit,45,0
19,0.0,2001-11-21 16:58:11,text/plain,7bit,45,0
20,0.0,2001-11-21 21:08:53,text/plain,7bit,45,0
25,0.0,2001-11-21 21:29:38,text/plain,7bit,45,0
23,0.0,2001-11-22 17:44:41,text/plain,7bit,45,0
26,0.0,2001-11-22 17:50:31,text/plain,7bit,44,0
18,0.0,2001-09-07 01:59:30,text/plain,7bit,44,0
21,0.0,2001-11-23 00:55:30,text/plain,7bit,45,0
21,0.0,2001-11-24 04:00:59,text/plain,7bit,45,0
15,0.0,2001-11-26 05:12:14,text/plain,7bit,45,0
54,0.0,2001-11-26 10:52:56,text/plain,quoted-printable,45,0
38,0.0,2001-11-26 13:07:01,text/plain,7bit,45,0
16,0.0,2001-11-26 17:38:31,text/plain,7bit,45,0
23,0.0,2001-11-26 22:05:16,text/plain,7bit,45,0
20,0.0,2001-11-27 01:17:05,text/plain,7bit,45,0
17,0.0,2001-09-07 02:01:25,text/plain,7bit,45,0
28,0.0,2001-11-27 08:11:11,text/plain,7bit,45,0
19,0.0,2001-11-27 15:23:54,text/plain,7bit,45,0
25,0.0,2001-11-27 15:16:34,text/plain,7bit,45,0
26,0.0,2001-11-27 13:26:18,text/plain,7bit,43,0
19,0.0,2001-11-27 20:50:24,text/plain,7bit,44,0
25,0.0,2001-11-28 03:42:32,text/plain,7bit,45,0
18,0.0,2001-11-28 04:31:51,text/plain,7bit,45,0
30,0.0,2001-11-28 03:40:00,text/plain,quoted-printable,45,0
25,0.0,2001-11-28 06:54:58,text/plain,7bit,44,0
17,0.0,2001-09-07 02:02:39,text/plain,7bit,45,0
26,0.0,2001-11-26 15:24:43,text/plain,7bit,44,0
19,0.0,2001-11-28 13:45:29,text/plain,7bit,45,0
19,0.0,2001-11-28 19:01:53,text/plain,7bit,45,0
23,0.0,2001-11-28 19:49:51,text/plain,7bit,45,0
20,0.0,2001-11-29 03:18:17,text/plain,7bit,45,0
30,0.0,2001-11-29 16:38:00,text/plain,7bit,45,0
29,0.0,2001-11-29 17:58:03,text/plain,7bit,45,0
20,0.0,2001-11-29 18:00:31,text/plain,7bit,45,0
21,0.0,2001-11-29 18:21:02,text/plain,7bit,45,0
16,0.0,2001-09-07 05:56:28,text/plain,7bit,45,0
25,0.0,2001-11-29 18:28:41,text/plain,7bit,44,0
25,0.0,2001-11-29 19:07:25,text/plain,7bit,45,0
22,0.0,2001-11-29 20:47:48,text/plain,7bit,45,0
23,0.0,2001-11-29 22:38:16,text/plain,7bit,45,0
20,0.0,2001-11-29 22:46:16,text/plain,7bit,45,0
28,0.0,2001-11-30 01:11:11,text/plain,7bit,45,0
20,0.0,2001-11-30 01:27:25,text/plain,7bit,45,0
19,0.0,2001-11-30 11:22:39,text/plain,7bit,45,0
26,0.0,2001-11-30 13:31:54,text/plain,7bit,45,0
27,0.0,2001-09-07 10:12:02,text/plain,quoted-printable,45,0
20,0.0,2001-11-30 18:37:26,text/plain,7bit,45,0
23,0.0,2001-11-30 21:00:20,text/plain,7bit,44,0
20,0.0,2001-11-30 21:50:44,text/plain,7bit,44,0
22,0.0,2001-11-30 21:57:53,text/plain,7bit,45,0
20,0.0,2001-11-30 23:58:13,text/plain,7bit,45,0
23,0.0,2001-12-02 16:47:06,text/plain,7bit,45,0
20,0.0,2001-12-03 02:51:21,text/plain,7bit,45,0
38,0.0,2001-12-03 13:00:42,text/plain,7bit,44,0
30,0.0,2001-12-03 17:36:11,text/plain,7bit,45,0
22,0.0,2001-12-03 18:18:42,text/plain,7bit,43,0
27,0.0,2001-08-29 07:45:33,text/plain,quoted-printable,45,0
25,0.0,2001-09-07 14:42:14,text/plain,7bit,45,0
61,0.0,2001-12-04 00:53:37,text/plain,7bit,45,0
23,0.0,2001-12-04 00:23:49,text/plain,7bit,45,0
26,0.0,2001-12-04 03:31:05,text/plain,7bit,44,0
28,0.0,2001-12-04 08:51:31,text/plain,quoted-printable,45,0
25,0.0,2001-12-04 09:07:48,text/plain,7bit,43,0
19,0.0,2001-12-04 18:24:33,text/plain,7bit,45,0
19,0.0,2001-12-04 20:40:35,text/plain,7bit,45,0
30,0.0,2001-12-05 00:31:06,text/plain,7bit,45,0
28,0.0,2001-12-05 01:12:52,text/plain,quoted-printable,45,0
22,0.0,2001-12-05 14:12:45,text/plain,7bit,45,0
25,0.0,2001-09-07 14:42:15,text/plain,7bit,45,0
19,0.0,2001-12-05 18:56:41,text/plain,7bit,44,0
17,0.0,2001-12-05 20:09:58,text/plain,7bit,45,0
30,0.0,2001-12-05 22:49:00,text/plain,quoted-printable,44,0
25,0.0,2001-12-06 00:27:45,text/plain,7bit,44,0
25,0.0,2001-12-06 11:37:23,text/plain,quoted-printable,44,0
23,0.0,2001-12-06 19:50:12,text/plain,7bit,45,0
23,0.0,2001-12-06 21:36:12,text/plain,7bit,45,0
20,0.0,2001-12-06 22:37:57,text/plain,7bit,45,0
20,0.0,2001-12-06 22:45:22,text/plain,7bit,44,0
28,0.0,2001-09-07 15:10:51,text/plain,7bit,45,0
29,0.0,2001-12-06 18:17:31,text/plain,7bit,45,0
28,0.0,2001-12-07 01:12:15,text/plain,7bit,45,0
25,0.0,2001-12-07 11:21:59,text/plain,quoted-printable,45,0
21,0.0,2001-12-07 13:55:09,text/plain,7bit,45,0
20,0.0,2001-12-07 16:54:51,text/plain,7bit,45,0
20,0.0,2001-12-07 19:53:41,text/plain,7bit,45,0
25,0.0,2001-12-07 22:40:41,text/plain,7bit,44,0
27,0.0,2001-12-08 04:04:00,text/plain,quoted-printable,45,0
16,0.0,2001-12-08 06:45:39,text/plain,7bit,45,0
28,0.0,2001-12-09 15:44:29,text/plain,7bit,45,0
28,0.0,2001-09-07 15:16:46,text/plain,7bit,45,0
26,0.0,2001-12-08 14:29:53,text/plain,7bit,45,0
38,0.0,2001-12-10 13:05:53,text/plain,7bit,45,0
26,0.0,2001-12-10 16:30:38,text/plain,7bit,45,0
54,0.0,2001-12-10 21:30:55,text/plain,quoted-printable,45,0
20,0.0,2001-12-10 08:06:34,text/plain,7bit,45,0
23,0.0,2001-12-10 23:33:57,text/plain,7bit,45,0
25,0.0,2001-12-11 08:28:48,text/plain,quoted-printable,45,0
30,0.0,2001-12-11 18:26:00,text/plain,quoted-printable,45,0
20,0.0,2001-12-11 21:39:51,text/plain,7bit,45,0
18,0.0,2002-10-09 21:20:21,text/plain,7bit,45,0
18,0.0,2001-09-07 15:25:52,text/plain,7bit,45,0
21,0.0,2001-11-27 02:59:00,text/plain,7bit,44,0
36,0.0,2001-11-25 21:36:00,text/plain,7bit,45,0
21,0.0,2001-11-22 11:44:00,text/plain,7bit,45,0
21,0.0,2001-11-17 04:39:00,text/plain,7bit,45,0
21,0.0,2001-11-16 20:56:00,text/plain,7bit,45,0
27,0.0,2001-11-29 01:05:50,text/plain,7bit,45,0
21,0.0,2001-11-29 17:04:11,text/plain,7bit,45,0
23,0.0,2001-11-30 21:59:59,text/plain,7bit,45,0
21,0.0,2001-12-01 15:29:20,text/plain,7bit,45,0
23,0.0,2001-12-05 15:00:49,text/plain,7bit,45,0
17,0.0,2001-09-07 16:41:15,text/plain,7bit,45,0
27,0.0,2001-12-04 08:17:01,text/plain,7bit,45,0
21,0.0,2001-12-05 02:54:25,text/plain,7bit,45,0
21,0.0,2001-12-05 15:31:51,text/plain,7bit,44,0
23,0.0,2001-12-05 16:58:14,text/plain,7bit,45,0
23,0.0,2001-12-12 02:04:02,text/plain,7bit,45,0
21,0.0,2001-12-12 10:42:32,text/plain,7bit,45,0
23,0.0,2001-12-12 20:02:05,text/plain,7bit,45,0
23,0.0,2001-12-13 17:38:13,text/plain,7bit,45,0
21,0.0,2001-12-14 20:08:03,text/plain,7bit,45,0
27,0.0,2001-12-18 20:02:29,text/plain,7bit,45,0
19,0.0,2001-09-07 17:12:32,text/plain,7bit,45,0
22,0.0,2001-12-19 22:44:07,text/plain,7bit,44,0
31,0.0,2001-12-20 13:07:37,text/plain,7bit,45,0
14,0.0,2001-12-20 01:05:08,text/plain,7bit,45,0
21,0.0,2001-12-20 02:51:04,text/plain,7bit,44,0
19,0.0,2001-12-20 03:20:23,text/plain,7bit,45,0
34,0.0,2001-12-20 05:37:10,text/plain,7bit,44,0
28,0.0,2001-12-19 15:37:41,text/plain,7bit,45,0
29,0.0,2001-12-19 15:37:41,text/plain,7bit,45,0
16,0.0,2001-12-20 08:06:20,text/plain,7bit,45,0
24,0.0,2001-12-20 14:38:45,text/plain,7bit,45,0
15,0.0,2001-09-07 17:42:17,text/plain,7bit,45,0
23,0.0,2001-12-20 14:47:46,text/plain,7bit,44,0
24,0.0,2001-12-20 16:18:59,text/plain,7bit,45,0
19,0.0,2001-12-20 16:48:51,text/plain,7bit,45,0
27,0.0,2001-12-21 04:52:24,text/plain,7bit,45,0
23,0.0,2001-12-20 21:14:03,text/plain,7bit,45,0
23,0.0,2001-12-20 21:26:41,text/plain,7bit,45,0
23,0.0,2001-12-20 22:46:04,text/plain,7bit,45,0
18,0.0,2001-12-21 03:54:39,text/plain,7bit,44,0
16,0.0,2001-09-07 18:37:02,text/plain,7bit,45,0
18,0.0,2001-12-21 18:37:00,text/plain,7bit,45,0
24,0.0,2001-12-24 22:05:15,text/plain,7bit,45,0
34,0.0,2001-12-21 03:15:26,text/plain,7bit,45,0
40,0.0,2001-12-21 16:08:50,text/plain,7bit,44,0
20,0.0,2001-12-21 16:08:50,text/plain,7bit,44,0
21,0.0,2001-12-24 05:57:33,text/plain,7bit,45,0
20,0.0,2001-09-07 19:24:45,text/plain,7bit,45,0
23,0.0,2001-12-21 19:44:59,text/plain,7bit,44,0
21,0.0,2001-12-21 23:24:56,text/plain,7bit,45,0
12,0.0,2001-12-22 03:41:38,text/plain,7bit,44,0
18,0.0,2001-12-23 16:48:51,text/plain,7bit,45,0
32,0.0,2001-01-22 05:06:13,text/plain,7bit,45,0
21,0.0,2001-12-22 12:20:01,text/plain,7bit,45,0
17,0.0,2001-12-22 13:48:04,text/plain,7bit,44,0
21,0.0,2001-12-22 16:42:46,text/plain,7bit,45,0
23,0.0,2001-12-23 08:26:30,text/plain,7bit,44,0
16,0.0,2001-08-29 12:46:10,text/plain,7bit,45,0
20,0.0,2001-09-07 19:34:13,text/plain,7bit,45,0
25,0.0,2001-12-22 21:52:12,text/plain,7bit,45,0
30,0.0,2001-12-22 22:23:24,text/plain,7bit,45,0
14,0.0,2001-12-23 02:12:03,text/plain,7bit,45,0
19,0.0,2001-12-23 06:17:44,text/plain,7bit,44,0
24,0.0,2001-12-23 20:56:42,text/plain,7bit,45,0
24,0.0,2001-12-23 21:34:04,text/plain,7bit,45,0
21,0.0,2001-12-23 14:16:13,text/plain,7bit,45,0
25,0.0,2001-12-24 08:21:42,text/plain,quoted-printable,45,0
24,0.0,2001-12-24 10:51:34,text/plain,7bit,45,0
24,0.0,2001-12-23 20:31:06,text/plain,quoted-printable,45,0
16,0.0,2001-09-07 20:49:53,text/plain,7bit,45,0
19,0.0,2020-12-24 23:36:06,text/plain,quoted-printable,45,0
15,0.0,2001-12-24 20:23:42,text/plain,7bit,45,0
20,0.0,2001-12-25 14:29:32,text/plain,7bit,45,0
16,0.0,2001-12-25 02:45:04,text/plain,7bit,45,0
19,0.0,2001-12-25 16:32:34,text/plain,7bit,44,0
21,0.0,2001-12-25 06:00:22,text/plain,7bit,44,0
31,0.0,2001-12-24 20:21:24,text/plain,7bit,45,0
16,0.0,2001-09-07 20:54:43,text/plain,7bit,45,0
18,0.0,2001-12-25 13:14:35,text/plain,7bit,43,0
30,0.0,2001-12-26 06:51:34,text/plain,7bit,44,0
21,0.0,2001-12-26 11:52:22,text/plain,7bit,45,0
28,0.0,2001-12-24 20:57:17,text/plain,7bit,45,0
34,0.0,2001-12-26 15:16:39,text/plain,7bit,45,0
21,0.0,2001-12-27 02:50:28,text/plain,7bit,45,0
19,0.0,2001-12-26 20:13:44,text/plain,7bit,45,0
28,0.0,2001-09-07 20:34:00,text/plain,quoted-printable,44,0
36,0.0,2001-12-26 18:56:09,text/plain,7bit,45,0
21,0.0,2001-12-06 14:17:20,text/plain,quoted-printable,44,0
22,0.0,2001-12-26 19:45:38,text/plain,7bit,43,0
21,0.0,2001-12-26 19:30:00,text/plain,7bit,45,0
28,0.0,2001-12-26 23:42:32,text/plain,7bit,44,0
21,0.0,2001-12-27 12:01:55,text/plain,7bit,45,0
21,0.0,2001-12-27 01:41:08,text/plain,7bit,45,0
17,0.0,2001-12-27 16:13:50,text/plain,7bit,45,0
21,0.0,2001-12-27 03:50:46,text/plain,7bit,44,0
17,0.0,2001-09-07 21:50:59,text/plain,7bit,44,0
21,0.0,2001-12-28 05:54:09,text/plain,7bit,44,0
15,0.0,2001-12-27 20:11:31,text/plain,7bit,45,0
20,0.0,2001-12-27 23:37:36,text/plain,7bit,45,0
28,0.0,2001-12-28 00:21:14,text/plain,7bit,45,0
29,0.0,2001-12-27 11:53:37,text/plain,7bit,45,0
16,0.0,2001-12-29 07:25:16,text/plain,7bit,45,0
24,0.0,2002-12-21 08:24:45,text/plain,7bit,45,0
12,0.0,2001-12-28 07:33:23,text/plain,7bit,45,0
28,0.0,2001-09-07 20:57:38,text/plain,quoted-printable,44,0
26,0.0,2001-12-28 15:48:40,text/plain,7bit,45,0
14,0.0,2001-12-29 05:20:29,text/plain,7bit,45,0
22,0.0,2001-12-28 20:24:19,text/plain,7bit,45,0
27,0.0,2001-12-28 20:40:41,text/plain,7bit,45,0
18,0.0,2001-12-28 02:25:00,text/plain,7bit,45,0
14,0.0,2001-12-29 12:26:22,text/plain,7bit,45,0
32,0.0,2001-12-28 15:52:39,text/plain,7bit,45,0
17,0.0,2001-12-30 00:18:00,text/plain,7bit,45,0
19,0.0,2020-12-29 20:53:46,text/plain,7bit,45,0
16,0.0,2001-09-07 21:29:00,text/plain,7bit,45,0
18,0.0,2001-12-29 14:32:09,text/plain,7bit,45,0
23,0.0,2001-12-30 03:41:55,text/plain,7bit,44,0
13,0.0,2001-12-30 03:48:42,text/plain,7bit,45,0
12,0.0,2001-12-30 14:08:58,text/plain,7bit,45,0
24,0.0,2001-12-31 06:16:57,text/plain,7bit,45,0
24,0.0,2001-12-31 06:21:38,text/plain,7bit,44,0
16,0.0,2001-12-31 08:06:06,text/plain,7bit,45,0
22,0.0,2001-12-31 11:05:07,text/plain,7bit,45,0
26,0.0,2001-09-07 22:32:56,text/plain,7bit,45,0
32,0.0,2001-12-18 11:06:37,text/plain,7bit,44,0
31,0.0,2001-12-30 15:49:53,text/plain,7bit,45,0
19,0.0,2001-12-31 05:58:23,text/plain,7bit,45,0
19,0.0,2001-12-31 12:17:44,text/plain,7bit,44,0
30,0.0,2001-12-31 14:15:37,text/plain,7bit,45,0
21,0.0,2001-12-31 15:41:06,text/plain,7bit,45,0
21,0.0,2001-12-31 15:53:03,text/plain,7bit,45,0
21,0.0,2001-12-31 15:56:08,text/plain,7bit,45,0
19,0.0,2001-12-31 17:58:48,text/plain,7bit,45,0
17,0.0,2001-09-07 22:52:47,text/plain,7bit,45,0
21,0.0,2001-12-31 21:31:35,text/plain,7bit,44,0
31,0.0,2002-01-01 13:45:20,text/plain,7bit,45,0
21,0.0,2002-01-01 02:23:48,text/plain,7bit,45,0
20,0.0,2002-01-02 08:24:07,text/plain,quoted-printable,44,0
15,0.0,2002-01-02 06:40:05,text/plain,7bit,45,0
21,0.0,2002-01-02 08:32:43,text/plain,7bit,44,0
20,0.0,2002-01-01 23:19:23,text/plain,7bit,45,0
16,0.0,2002-01-02 12:56:02,text/plain,7bit,45,0
25,0.0,2001-09-07 19:50:33,text/plain,7bit,45,0
23,0.0,2001-10-20 08:54:00,text/plain,7bit,44,0
23,0.0,2001-08-29 13:14:02,text/plain,7bit,45,0
15,0.0,2001-09-05 22:09:03,text/plain,quoted-printable,45,0
19,0.0,2001-09-08 18:07:48,text/plain,7bit,45,0
17,0.0,2001-09-08 14:02:45,text/plain,7bit,45,0
25,0.0,2001-10-24 06:52:14,text/plain,7bit,45,0
17,0.0,2001-09-08 15:38:07,text/plain,7bit,45,0
19,0.0,2001-09-08 15:44:29,text/plain,7bit,45,0
20,0.0,2001-10-26 16:57:49,text/plain,7bit,44,0
18,0.0,2001-09-08 20:39:34,text/plain,7bit,45,0
19,0.0,2001-09-09 15:37:04,text/plain,7bit,45,0
28,0.0,2001-10-30 05:38:22,text/plain,7bit,45,0
28,0.0,2001-10-30 17:54:10,text/plain,7bit,44,0
20,0.0,2001-10-31 03:13:04,text/plain,7bit,45,0
23,0.0,2001-10-31 13:39:42,text/plain,quoted-printable,45,0
22,0.0,2001-10-31 14:26:40,text/plain,7bit,45,0
21,0.0,2001-10-31 15:15:04,text/plain,7bit,44,0
17,0.0,2001-09-09 23:49:24,text/plain,7bit,45,0
21,0.0,2001-10-31 15:28:25,text/plain,7bit,44,0
25,0.0,2001-10-31 00:47:23,text/plain,quoted-printable,45,0
17,0.0,2001-10-31 15:53:37,text/plain,7bit,45,0
25,0.0,2001-10-31 18:33:01,text/plain,7bit,44,0
20,0.0,2001-10-31 18:44:36,text/plain,7bit,45,0
20,0.0,2001-10-31 22:35:43,text/plain,7bit,44,0
28,0.0,2001-11-01 00:10:29,text/plain,quoted-printable,45,0
33,0.0,2001-10-31 23:13:50,text/plain,7bit,45,0
20,0.0,2001-11-01 17:15:22,text/plain,7bit,45,0
28,0.0,2001-11-01 18:02:26,text/plain,7bit,45,0
17,0.0,2001-09-09 23:53:54,text/plain,7bit,45,0
17,0.0,2001-11-01 19:45:54,text/plain,7bit,45,0
20,0.0,2001-11-01 23:22:10,text/plain,7bit,45,0
20,0.0,2001-11-02 04:00:28,text/plain,7bit,45,0
20,0.0,2001-11-02 05:24:08,text/plain,7bit,45,0
18,0.0,2001-11-02 13:43:12,text/plain,7bit,44,0
23,0.0,2001-11-02 21:13:37,text/plain,7bit,44,0
28,0.0,2001-11-02 22:11:26,text/plain,7bit,45,0
20,0.0,2001-11-02 22:46:22,text/plain,7bit,45,0
20,0.0,2001-11-03 00:39:22,text/plain,7bit,45,0
17,0.0,2001-09-09 23:55:14,text/plain,7bit,45,0
25,0.0,2001-11-03 08:25:13,text/plain,7bit,44,0
29,0.0,2001-11-04 20:07:13,text/plain,7bit,44,0
27,0.0,2001-11-05 05:51:57,text/plain,quoted-printable,44,0
38,0.0,2001-11-05 12:46:30,text/plain,7bit,45,0
19,0.0,2001-11-05 15:41:29,text/plain,7bit,45,0
19,0.0,2001-11-05 17:32:44,text/plain,7bit,45,0
19,0.0,2001-11-05 19:16:49,text/plain,7bit,44,0
20,0.0,2001-11-05 20:23:49,text/plain,7bit,45,0
20,0.0,2001-11-05 21:01:44,text/plain,7bit,44,0
19,0.0,2001-11-05 22:14:54,text/plain,7bit,45,0
17,0.0,2001-08-29 15:35:40,text/plain,7bit,44,0
20,0.0,2001-09-10 08:22:24,text/plain,quoted-printable,45,0
24,0.0,2001-11-06 01:18:18,text/plain,7bit,44,0
27,0.0,2001-11-06 02:49:49,text/plain,7bit,44,0
19,0.0,2001-11-06 04:17:05,text/plain,7bit,45,0
28,0.0,2001-11-06 06:10:44,text/plain,quoted-printable,45,0
54,0.0,2001-11-06 04:17:01,text/plain,quoted-printable,45,0
19,0.0,2001-11-06 13:09:30,text/plain,7bit,43,0
19,0.0,2001-11-06 15:19:42,text/plain,7bit,44,0
23,0.0,2001-11-06 17:08:36,text/plain,7bit,45,0
25,0.0,2001-11-06 19:13:47,text/plain,7bit,43,0
31,0.0,2001-11-06 19:30:28,text/plain,7bit,45,0
38,0.0,2001-09-10 11:56:37,text/plain,7bit,44,0
22,0.0,2001-11-06 19:53:19,text/plain,7bit,45,0
28,0.0,2001-11-07 00:11:42,text/plain,quoted-printable,45,0
20,0.0,2001-11-07 04:23:17,text/plain,7bit,45,0
25,0.0,2001-11-07 14:50:15,text/plain,quoted-printable,45,0
25,0.0,2001-11-07 19:33:56,text/plain,quoted-printable,44,0
20,0.0,2001-11-07 22:27:37,text/plain,7bit,45,0
20,0.0,2001-11-08 04:13:58,text/plain,7bit,45,0
25,0.0,2001-11-08 06:19:16,text/plain,7bit,45,0
22,0.0,2001-11-08 16:04:34,text/plain,7bit,45,0
17,0.0,2001-09-10 12:44:27,text/plain,7bit,45,0
